"","account_id","acct_creation_date","statement_frequency","account_district","num_customers","credit_cards","loan_date","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","max_balance","min_balance","credit_bank_transfer_other_txn_ct","credit_bank_transfer_other_txn_tot","credit_bank_transfer_other_avg_txn","credit_cash_other_txn_ct","credit_cash_other_txn_tot","credit_cash_other_avg_txn","credit_other_interest_credit_txn_ct","credit_other_interest_credit_txn_tot","credit_other_interest_credit_avg_txn","debit_bank_transfer_household_payment_txn_ct","debit_bank_transfer_household_payment_txn_tot","debit_bank_transfer_household_payment_avg_txn","debit_cash_statement_charge_txn_ct","debit_cash_statement_charge_txn_tot","debit_cash_statement_charge_avg_txn","debit_cash_other_txn_ct","debit_cash_other_txn_tot","debit_cash_other_avg_txn","debit_bank_transfer_loan_payment_txn_ct","debit_bank_transfer_loan_payment_txn_tot","debit_bank_transfer_loan_payment_avg_txn","debit_bank_transfer_insurance_payment_txn_ct","debit_bank_transfer_insurance_payment_txn_tot","debit_bank_transfer_insurance_payment_avg_txn","debit_bank_transfer_other_txn_ct","debit_bank_transfer_other_txn_tot","debit_bank_transfer_other_avg_txn","credit_bank_transfer_pension_benefit_txn_ct","credit_bank_transfer_pension_benefit_txn_tot","credit_bank_transfer_pension_benefit_avg_txn","debit_credit_card_other_txn_ct","debit_credit_card_other_txn_tot","debit_credit_card_other_avg_txn","debit_cash_household_payment_txn_ct","debit_cash_household_payment_txn_tot","debit_cash_household_payment_avg_txn","debit_cash_negative_balance_charge_txn_ct","debit_cash_negative_balance_charge_txn_tot","debit_cash_negative_balance_charge_avg_txn","debit_cash_insurance_payment_txn_ct","debit_cash_insurance_payment_txn_tot","debit_cash_insurance_payment_avg_txn","pmt_order_ct","pmt_order_avg_amt","owner_client_id","gender","birth_date","owner_district"
"4106",10404,"1996-12-30","monthly","Hl.m. Praha",1,NA,"1998-03-01",194280,3238,60,"current",FALSE,23900,15,77920,300,0,0,0,25,640448,25617.92,24,4350,181.25,20,43420,2171,19,285,15,49,468260,9556.32653061224,10,32380,3238,19,1900,100,40,41720,1043,0,0,0,2,6500,3250,0,0,0,0,0,0,0,0,0,5,1519,12802,"M","1969-08-12","Hl.m. Praha"
"4107",10436,"1996-03-21","monthly","Prostejov",1,NA,"1996-09-28",54396,1511,36,"current",FALSE,24600,15,88464,800,0,0,0,43,298856,6950.13953488372,33,7753,234.939393939394,0,0,0,28,420,15,58,180300,3108.62068965517,27,40797,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1511,12840,"M","1939-07-27","Prostejov"
"4108",10439,"1993-11-21","monthly","Zdar nad Sazavou",1,NA,"1994-06-03",151560,6315,24,"expired",FALSE,37200,15,120008,300,61,2519685,41306.3114754098,3,19300,6433.33333333333,61,14819,242.934426229508,56,567504,10134,56,840,15,160,1737181,10857.38125,24,151560,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8224.5,12843,"M","1953-05-05","Zdar nad Sazavou"
"4109",10440,"1993-09-13","monthly","Olomouc",1,NA,"1995-07-03",60000,1000,60,"current",FALSE,31040,15,66973,400,0,0,0,98,610971,6234.39795918367,63,9036,143.428571428571,59,174640,2960,58,870,15,78,238480,3057.4358974359,42,42000,1000,0,0,0,59,115050,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1970,NA,"","",""
"4110",10445,"1996-05-29","monthly","Olomouc",2,NA,"1998-01-22",23412,1951,12,"current",FALSE,37120,15,104928,800,0,0,0,33,816340,24737.5757575758,31,7343,236.870967741935,27,87318,3234,26,390,15,63,611340,9703.80952380952,11,21461,1951,0,0,0,0,0,0,0,0,0,14,25600,1828.57142857143,0,0,0,0,0,0,0,0,0,2,2592.5,12850,"M","1955-08-26","Olomouc"
"4111",10451,"1993-08-29","monthly","Hl.m. Praha",1,NA,"1994-12-19",482940,8049,60,"current",TRUE,15800,1,57707,-1131,0,0,0,105,1119977,10666.4476190476,128,9305,72.6953125,59,143901,2439,59,885,15,76,288740,3799.21052631579,45,362205,8049,59,40651,689,60,279180,4653,0,0,0,0,0,0,0,0,0,7,38,5.42857142857143,0,0,0,4,3957.5,12859,"F","1976-05-21","Hl.m. Praha"
"4112",10493,"1997-01-09","monthly","Pribram",1,NA,"1998-02-18",133800,5575,24,"current",FALSE,41800,15,120475,300,0,0,0,40,867442,21686.05,24,4286,178.583333333333,19,163286,8594,19,285,15,46,544711,11841.5434782609,10,55750,5575,0,0,0,19,15998,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5003.76666666667,12908,"M","1941-03-12","Pribram"
"4116",10613,"1997-11-04","monthly","Brno - venkov",1,NA,"1998-08-15",249792,5204,48,"current",FALSE,72000,15,94979,700,14,483989,34570.6428571429,4,20500,5125,14,3368,240.571428571429,0,0,0,9,135,15,32,446099,13940.59375,4,20816,5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5204.2,13051,"M","1965-01-13","Brno - venkov"
"4117",10630,"1995-01-15","monthly","Usti nad Labem",1,NA,"1995-06-24",198240,8260,24,"expired",FALSE,13000,15,51947,300,0,0,0,85,821270,9662,47,5185,110.31914893617,43,314029,7303,42,630,15,63,276840,4394.28571428571,24,198240,8260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7781.5,13071,"M","1956-02-18","Usti nad Labem"
"4118",10644,"1997-07-12","monthly","Jindrichuv Hradec",1,NA,"1998-06-18",269964,7499,36,"current",FALSE,47000,15,120647,400,18,877344,48741.3333333333,1,400,400,18,4862,270.111111111111,14,154742,11053,13,195,15,47,593129,12619.7659574468,6,44994,7499,0,0,0,0,0,0,0,0,0,3,8300,2766.66666666667,0,0,0,0,0,0,0,0,0,2,9275.85,13089,"F","1979-02-14","Jindrichuv Hradec"
"4119",10645,"1996-12-21","monthly","Benesov",1,NA,"1998-07-05",208332,5787,36,"current",FALSE,62700,15,134650,500,24,1280760,53365,1,500,500,24,5619,234.125,20,74800,3740,19,285,15,69,1134648,16444.1739130435,6,34722,5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4763.5,13090,"F","1980-04-18","Benesov"
"4120",10650,"1997-09-09","monthly","Sumperk",1,NA,"1998-02-24",196224,4088,48,"current",FALSE,63500,15,135473,300,16,820769,51298.0625,1,300,300,16,5208,325.5,11,113916,10356,11,165,15,27,619286,22936.5185185185,10,40880,4088,0,0,0,0,0,0,0,0,0,2,10200,5100,0,0,0,0,0,0,0,0,0,2,7222,13095,"M","1950-03-16","Sumperk"
"4121",10652,"1997-03-18","monthly","Hl.m. Praha",1,NA,"1998-05-07",45720,3810,12,"current",FALSE,34200,15,87186,700,21,693266,33012.6666666667,1,700,700,21,3092,147.238095238095,17,21930,1290,16,240,15,48,560034,11667.375,8,30480,3810,0,0,0,17,40154,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2487.33333333333,13098,"F","1978-12-15","Hl.m. Praha"
"4123",10663,"1993-12-08","monthly","Praha - zapad",1,NA,"1995-10-28",260028,7223,36,"expired",FALSE,51700,15,124901,200,60,2817030,46950.5,4,18900,4725,60,12115,201.916666666667,56,267792,4782,55,825,15,142,1756809,12371.8943661972,36,260028,7223,0,0,0,55,512435,9317,0,0,0,5,12200,2440,0,0,0,0,0,0,0,0,0,3,7107.4,13113,"M","1976-11-25","Praha - zapad"
"4125",10679,"1997-05-30","monthly","Hl.m. Praha",1,NA,"1997-10-02",197808,8242,24,"current",FALSE,55700,15,134985,900,19,1038469,54656.2631578947,1,900,900,19,4792,252.210526315789,15,100050,6670,14,210,15,31,762907,24609.9032258065,15,123630,8242,0,0,0,0,0,0,0,0,0,2,5400,2700,0,0,0,0,0,0,0,0,0,2,7455.9,13134,"F","1962-11-03","Hl.m. Praha"
"4127",10711,"1996-07-08","monthly","Liberec",1,NA,"1997-12-24",24180,403,60,"current",FALSE,24600,15,98534,1100,0,0,0,31,698386,22528.5806451613,29,9219,317.896551724138,25,67850,2714,24,360,15,53,529020,9981.50943396226,12,4836,403,25,2125,85,50,21400,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,811.6,13172,"M","1938-10-19","Liberec"
"4128",10728,"1994-12-23","monthly","Novy Jicin",1,NA,"1996-03-21",154656,3222,48,"current",FALSE,26400,15,75029,1000,48,1005112,20939.8333333333,16,77800,4862.5,48,8102,168.791666666667,43,166281,3867,43,645,15,102,790899,7753.91176470588,33,106326,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3544.25,13190,"M","1956-11-28","Novy Jicin"
"4129",10762,"1995-10-23","monthly","Hl.m. Praha",1,NA,"1996-09-17",68832,1912,36,"current",FALSE,24000,15,64598,700,0,0,0,42,790433,18819.8333333333,38,5839,153.657894736842,33,179355,5435,33,495,15,72,513900,7137.5,27,51624,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3673.5,13231,"M","1959-07-01","Hl.m. Praha"
"4130",10774,"1997-07-05","monthly","Nachod",1,NA,"1998-04-23",339168,7066,48,"current",FALSE,14240,15,52920,1000,0,0,0,35,228765,6536.14285714286,18,2280,126.666666666667,14,52192,3728,13,195,15,16,84480,5280,8,56528,7066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5397,13246,"F","1942-01-13","Nachod"
"4131",10789,"1996-09-18","monthly","Prerov",2,NA,"1997-12-09",45768,3814,12,"expired",FALSE,61900,15,150978,900,0,0,0,63,1662952,26396.0634920635,27,6272,232.296296296296,25,258500,10340,25,375,15,84,1199239,14276.6547619048,12,45768,3814,25,66750,2670,25,23325,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4439.175,13261,"M","1944-08-01","Prerov"
"4132",10799,"1997-08-19","monthly","Sumperk",1,NA,"1998-07-11",31140,519,60,"current",FALSE,16300,15,58488,800,0,0,0,27,119241,4416.33333333333,16,2229,139.3125,0,0,0,11,165,15,23,61500,2673.91304347826,6,3114,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519,13276,"M","1977-01-20","Sumperk"
"4133",10807,"1996-03-13","monthly","Chomutov",1,NA,"1997-03-07",67464,5622,12,"expired",FALSE,36800,15,110281,600,33,1214457,36801.7272727273,2,1000,500,33,7399,224.212121212121,0,0,0,28,420,15,82,1056155,12879.9390243902,12,67476,5623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5622.5,13285,"M","1935-12-25","Chomutov"
"4134",10812,"1997-04-08","monthly","Jindrichuv Hradec",2,NA,"1998-05-29",140688,2931,48,"current",FALSE,40700,15,140246,300,0,0,0,27,519688,19247.7037037037,19,3103,163.315789473684,0,0,0,18,270,15,43,494401,11497.6976744186,7,20517,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2931,13290,"M","1941-06-23","Jindrichuv Hradec"
"4135",10857,"1996-10-02","monthly","Svitavy",1,NA,"1997-11-30",385560,6426,60,"current",TRUE,56500,0,86317,-13833,0,0,0,26,667734,25682.0769230769,51,3847,75.4313725490196,0,0,0,19,285,15,26,428605,16484.8076923077,11,70686,6426,0,0,0,0,0,0,0,0,0,0,0,0,15,177200,11813.3333333333,10,108,10.8,0,0,0,1,6426.3,13346,"M","1956-04-15","Svitavy"
"4136",10884,"1995-02-20","monthly","Znojmo",1,NA,"1996-02-13",113544,3154,36,"current",FALSE,45900,15,99289,700,46,946200,20569.5652173913,25,227500,9100,46,8923,193.978260869565,41,54366,1326,41,615,15,89,756364,8498.47191011236,34,107236,3154,0,0,0,41,180728,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2962.66666666667,13380,"M","1942-09-18","Znojmo"
"4138",10905,"1996-11-21","monthly","Ceska Lipa",1,NA,"1997-08-23",57120,1190,48,"current",FALSE,18400,15,74474,1000,0,0,0,34,290070,8531.47058823529,25,4702,188.08,21,61719,2939,20,300,15,33,99460,3013.93939393939,16,19040,1190,0,0,0,21,35322,1682,0,0,0,7,14400,2057.14285714286,0,0,0,0,0,0,0,0,0,3,1937,13405,"M","1958-08-13","Ceska Lipa"
"4140",10940,"1993-09-13","monthly","Svitavy",2,NA,"1994-02-23",197748,5493,36,"expired",FALSE,41760,15,88446,300,0,0,0,66,1657264,25110.0606060606,63,12806,203.269841269841,58,435986,7517,58,870,15,147,977180,6647.48299319728,36,197748,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6505,NA,"","",""
"4141",10954,"1996-07-29","monthly","Klatovy",2,NA,"1997-04-02",18720,312,60,"current",FALSE,15200,15,70246,300,0,0,0,31,410777,13250.8709677419,29,4785,165,0,0,0,24,360,15,45,330500,7344.44444444444,21,6552,312,0,0,0,0,0,0,0,0,0,16,35000,2187.5,0,0,0,0,0,0,0,0,0,1,312,13468,"M","1960-10-31","Klatovy"
"4142",10963,"1995-05-20","monthly","Jindrichuv Hradec",1,NA,"1996-12-25",115812,3217,36,"current",FALSE,53200,15,156504,1100,0,0,0,70,1684174,24059.6285714286,44,10068,228.818181818182,0,0,0,41,615,15,105,1537380,14641.7142857143,24,77208,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3216.7,13480,"M","1953-06-01","Jindrichuv Hradec"
"4143",11021,"1993-08-10","monthly","Hl.m. Praha",1,NA,"1995-03-04",168984,7041,24,"expired",TRUE,55200,3,165293,-518,0,0,0,106,2548952,24046.7169811321,130,26152,201.169230769231,0,0,0,63,945,15,176,2310846,13129.8068181818,22,154902,7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,1,7040.7,13548,"M","1976-03-18","Hl.m. Praha"
"4144",11042,"1995-01-29","monthly","Olomouc",1,NA,"1995-12-04",217152,6032,36,"expired",FALSE,34200,15,112781,400,47,1845737,39271,2,4000,2000,47,10011,213,43,362748,8436,42,630,15,93,1202165,12926.5053763441,36,217152,6032,0,0,0,0,0,0,0,0,0,11,31300,2845.45454545455,0,0,0,0,0,0,0,0,0,2,7233.9,13576,"M","1974-07-07","Olomouc"
"4146",11065,"1993-03-19","monthly","Praha - zapad",1,NA,"1994-06-12",69360,1445,48,"expired",FALSE,18600,15,56736,1100,0,0,0,71,896219,12622.8028169014,69,9226,133.710144927536,0,0,0,64,960,15,150,796700,5311.33333333333,49,70805,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1445,NA,"","",""
"4147",11069,"1995-06-02","monthly","Litomerice",1,NA,"1997-03-04",119136,2482,48,"current",FALSE,63100,15,121370,1100,0,0,0,52,1192751,22937.5192307692,43,8987,209,0,0,0,40,600,15,99,1029339,10397.3636363636,22,54604,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2482,13608,"F","1963-05-15","Litomerice"
"4148",11079,"1995-11-10","monthly","Jindrichuv Hradec",1,NA,"1997-04-26",98304,8192,12,"expired",FALSE,64100,15,146540,300,38,2039687,53675.9736842105,9,20100,2233.33333333333,38,12039,316.815789473684,0,0,0,33,495,15,112,1863287,16636.4910714286,12,98304,8192,0,0,0,0,0,0,0,0,0,4,8000,2000,0,0,0,0,0,0,0,0,0,1,8191.5,13620,"M","1970-07-26","Jindrichuv Hradec"
"4149",11096,"1996-12-10","monthly","Plzen - sever",1,NA,"1997-06-09",213300,3555,60,"current",FALSE,41280,15,74941,800,0,0,0,28,636472,22731.1428571429,24,3525,146.875,20,133220,6661,19,285,15,39,373960,9588.71794871795,19,67545,3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5108,13640,"F","1955-06-09","Plzen - sever"
"4150",11111,"1993-05-20","monthly","Hl.m. Praha",2,NA,"1994-01-31",108144,3004,36,"expired",FALSE,60600,15,155582,900,0,0,0,121,2816451,23276.4545454545,68,14193,208.720588235294,65,307840,4736,65,975,15,137,2304515,16821.2773722628,36,108180,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3870.25,NA,"","",""
"4152",11135,"1993-10-10","monthly","Prerov",1,NA,"1994-03-01",182628,5073,36,"expired",FALSE,20300,15,71488,500,0,0,0,70,1066663,15238.0428571429,62,10434,168.290322580645,57,186048,3264,57,855,15,134,653880,4879.70149253731,36,182628,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4168.5,13687,"M","1959-05-23","Prerov"
"4153",11186,"1994-11-24","monthly","Pribram",2,NA,"1996-10-02",392460,6541,60,"current",FALSE,56300,15,139173,900,49,2099710,42851.2244897959,8,41700,5212.5,49,12212,249.224489795918,45,441450,9810,44,660,15,115,1446435,12577.6956521739,27,176607,6541,0,0,0,0,0,0,0,0,0,2,3700,1850,0,0,0,0,0,0,0,0,0,2,8175.6,13750,"F","1980-11-13","Pribram"
"4154",11231,"1997-02-05","monthly","Hl.m. Praha",1,NA,"1997-10-24",89280,7440,12,"expired",FALSE,50900,15,109530,900,23,1116073,48524.9130434783,2,6800,3400,23,5274,229.304347826087,18,176094,9783,18,270,15,58,787745,13581.8103448276,12,89292,7441,0,0,0,19,4351,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5817.5,13803,"M","1947-11-14","Hl.m. Praha"
"4155",11244,"1997-01-12","monthly","Decin",1,NA,"1997-12-11",155760,6490,24,"current",FALSE,47600,15,131320,200,0,0,0,44,1012868,23019.7272727273,23,3476,151.130434782609,18,218772,12154,20,300,15,52,693852,13343.3076923077,13,84383,6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9322.25,13820,"F","1948-07-31","Decin"
"4156",11265,"1993-01-14","monthly","Cesky Krumlov",1,NA,"1993-09-15",52788,4399,12,"expired",FALSE,17920,15,41469,1000,0,0,0,97,650086,6701.9175257732,71,6070,85.4929577464789,67,33902,506,66,990,15,104,366440,3523.46153846154,12,52788,4399,0,0,0,67,174669,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2504,13845,"M","1973-02-16","Cesky Krumlov"
"4157",11271,"1995-09-20","monthly","Kolin",1,NA,"1997-01-31",67320,1870,36,"current",FALSE,13200,15,43949,200,39,476935,12229.1025641026,17,52300,3076.47058823529,39,3321,85.1538461538462,35,203280,5808,34,510,15,46,165279,3593.02173913043,23,43010,1870,35,18060,516,35,82740,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2639.575,13852,"M","1972-01-26","Kolin"
"4159",11317,"1997-07-11","monthly","Svitavy",1,NA,"1998-11-22",317460,5291,60,"current",FALSE,61700,15,135890,700,0,0,0,36,1124913,31247.5833333333,18,4378,243.222222222222,15,57735,3849,15,225,15,55,933781,16977.8363636364,1,5291,5291,0,0,0,15,41760,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3974.6,13912,"M","1975-11-20","Svitavy"
"4162",11327,"1997-10-15","monthly","Melnik",1,NA,"1998-09-27",39168,1632,24,"current",FALSE,23600,15,81496,300,0,0,0,16,315374,19710.875,14,3242,231.571428571429,9,33237,3693,9,135,15,24,203000,8458.33333333333,3,4896,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2662.5,13923,"F","1979-02-22","Melnik"
"4163",11328,"1996-11-05","monthly","Brno - mesto",1,NA,"1998-07-18",280440,4674,60,"current",FALSE,61000,15,136153,1000,0,0,0,38,690261,18164.7631578947,25,4943,197.72,0,0,0,20,300,15,58,607955,10481.9827586207,5,23370,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4674,13924,"F","1952-09-09","Brno - mesto"
"4165",11359,"1994-10-01","monthly","Trebic",1,NA,"1996-08-06",54024,4502,12,"expired",FALSE,30100,15,81706,1000,51,1499277,29397.5882352941,2,4000,2000,51,8365,164.019607843137,46,207828,4518,46,690,15,102,1104829,10831.6568627451,12,54024,4502,0,0,0,46,11684,254,0,0,0,22,57400,2609.09090909091,0,0,0,0,0,0,0,0,0,3,3091.43333333333,13968,"M","1968-04-13","Trebic"
"4166",11362,"1995-10-14","monthly","Bruntal",1,NA,"1996-12-27",129408,5392,24,"expired",FALSE,16100,15,56056,1000,0,0,0,43,680055,15815.2325581395,38,4218,111,34,162520,4780,33,495,15,70,335820,4797.42857142857,24,129408,5392,34,11220,330,68,6290,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2137.4,13971,"F","1962-10-19","Bruntal"
"4172",132,"1996-05-11","after every transaction","Teplice",2,2,"1996-11-06",88440,7370,12,"expired",FALSE,46500,100,144112,200,0,0,0,47,1278771,27207.8936170213,32,6487,202.71875,0,0,0,29,2900,100,76,1151857,15156.0131578947,12,88440,7370,0,0,0,0,0,0,0,0,0,2,7500,3750,0,0,0,0,0,0,0,0,0,1,7370.2,158,"F","1945-07-03","Teplice"
"4175",314,"1996-01-26","after every transaction","Cesky Krumlov",2,2,"1997-05-03",66840,2785,24,"current",FALSE,59900,100,109016,700,35,1402089,40059.6857142857,4,8300,2075,35,4735,135.285714285714,31,424421,13691,30,3000,100,68,906638,13332.9117647059,20,55700,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8238,383,"F","1939-05-17","Cesky Krumlov"
"4180",960,"1994-11-02","after every transaction","Kladno",1,NA,"1995-05-24",189060,3151,60,"current",FALSE,44900,100,137223,200,50,2180595,43611.9,5,40700,8140,50,11606,232.12,46,273240,5940,45,4500,100,121,1719378,14209.7355371901,43,135493,3151,0,0,0,0,0,0,0,0,0,9,21800,2422.22222222222,0,0,0,0,0,0,0,0,0,2,4545.5,1157,"F","1958-12-30","Kladno"
"4184",1242,"1996-11-24","after every transaction","Ostrava - mesto",1,NA,"1997-09-07",128544,5356,24,"current",FALSE,59900,38,135761,200,0,0,0,43,887227,20633.1860465116,26,5528,212.615384615385,21,103110,4910,21,2100,100,40,582767,14569.175,16,85696,5356,21,8862,422,42,77952,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2879.94,1499,"F","1951-11-29","Ostrava - mesto"
"4185",1270,"1996-06-07","after every transaction","Brno - venkov",1,NA,"1997-07-01",74772,2077,36,"current",FALSE,13400,100,45989,500,31,423776,13670.1935483871,4,8300,2075,31,3329,107.387096774194,26,108212,4162,26,2600,100,50,259238,5184.76,18,37386,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3119.65,1533,"M","1960-12-22","Brno - venkov"
"4189",1407,"1997-04-11","after every transaction","Prachatice",2,NA,"1998-01-17",125472,5228,24,"current",FALSE,64700,100,143697,800,0,0,0,51,1325464,25989.4901960784,21,6225,296.428571428571,19,282758,14882,19,1900,100,61,915351,15005.7540983607,11,57508,5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10054.85,1705,"F","1946-07-01","Prachatice"
"4192",1527,"1993-11-17","after every transaction","Tachov",1,NA,"1994-11-19",164052,4557,36,"expired",TRUE,54700,0,114080,-3248,0,0,0,88,1846352,20981.2727272727,62,8478,136.741935483871,0,0,0,59,5900,100,143,1672179,11693.5594405594,32,145824,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,5.6,0,0,0,1,4557.2,1851,"F","1975-09-12","Tachov"
"4194",1583,"1994-11-17","after every transaction","Jesenik",1,NA,"1996-08-24",388512,8094,48,"current",TRUE,61800,1,137263,-2839,0,0,0,91,1939410,21312.1978021978,50,6527,130.54,0,0,0,48,4800,100,120,1679737,13997.8083333333,24,194256,8094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,7,0,0,0,1,8094.2,1917,"F","1969-03-13","Jesenik"
"4207",2572,"1994-11-13","after every transaction","Zlin",1,NA,"1996-06-13",360000,7500,48,"current",FALSE,59500,0,137506,600,49,2611812,53302.2857142857,5,35300,7060,98,22972,234.408163265306,0,0,0,44,4400,100,143,2348823,16425.3356643357,30,225000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1.33333333333333,0,0,0,1,7500,3103,"F","1973-03-07","Zlin"
"4210",2705,"1993-07-05","after every transaction","Vyskov",1,NA,"1993-12-08",93888,2608,36,"expired",FALSE,21750,100,70238,600,66,1118909,16953.1666666667,48,270100,5627.08333333333,66,9693,146.863636363636,61,654103,10723,61,6100,100,102,581258,5698.60784313726,36,93888,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6665.6,3264,"F","1950-10-20","Vyskov"
"4212",2988,"1996-10-14","after every transaction","Zdar nad Sazavou",2,NA,"1998-07-08",88608,7384,12,"current",FALSE,55000,100,148386,900,0,0,0,50,1078671,21573.42,27,4793,177.518518518519,0,0,0,23,2300,100,63,994534,15786.253968254,5,36920,7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7384,3608,"M","1947-12-09","Zdar nad Sazavou"
"4213",3005,"1997-01-11","after every transaction","Havlickuv Brod",1,NA,"1998-06-05",390000,8125,48,"current",FALSE,52200,100,120715,600,0,0,0,33,579580,17563.0303030303,12,2162,180.166666666667,10,68830,6883,9,900,100,20,334976,16748.8,7,56875,8125,0,0,0,10,76960,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7568.1,3629,"M","1947-12-13","Havlickuv Brod"
"4221",3418,"1996-09-02","after every transaction","Havlickuv Brod",2,NA,"1997-06-10",207264,4318,48,"current",FALSE,56700,100,124818,400,0,0,0,46,1129065,24544.8913043478,26,5106,196.384615384615,0,0,0,23,2300,100,72,1022303,14198.6527777778,19,82042,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4318,4132,"M","1962-10-15","Havlickuv Brod"
"4232",4293,"1996-02-04","after every transaction","Zlin",1,NA,"1997-05-22",164196,4561,36,"current",FALSE,63500,100,127752,500,0,0,0,61,1369834,22456.2950819672,27,5415,200.555555555556,22,105534,4797,21,2100,100,58,1130022,19483.1379310345,19,86659,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4679,5171,"F","1956-09-23","Zlin"
"4234",4631,"1996-12-12","after every transaction","Vsetin",2,NA,"1997-12-13",87528,3647,24,"current",FALSE,56700,100,105533,800,24,568932,23705.5,4,16900,4225,24,5782,240.916666666667,0,0,0,19,1900,100,48,463347,9653.0625,12,43764,3647,0,0,0,0,0,0,0,0,0,2,5400,2700,0,0,0,0,0,0,0,0,0,1,3647,5579,"M","1951-02-16","Vsetin"
"4236",5228,"1993-06-23","after every transaction","Vsetin",2,NA,"1994-07-11",173808,7242,24,"expired",FALSE,59300,100,142169,1000,66,3552197,53821.1666666667,2,7700,3850,66,17025,257.954545454545,0,0,0,61,6100,100,235,3360700,14300.8510638298,24,173808,7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7242,6317,"F","1957-01-27","Vsetin"
"4237",5256,"1993-10-25","after every transaction","Olomouc",1,NA,"1994-05-10",193968,5388,36,"expired",FALSE,59800,100,152016,800,0,0,0,85,1823378,21451.5058823529,120,20488,170.733333333333,0,0,0,56,5600,100,111,1598576,14401.5855855856,36,194004,5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5388.5,6349,"M","1972-12-03","Olomouc"
